date,code,open,high,low,close,volume,amount,adjustflag,turn
2022-04-29,sh.600285,13.0500,13.5400,10.0000,11.4300,204237080,2314655351.4800,3,36.860100
2022-05-31,sh.600285,11.3500,12.9800,11.2800,12.3300,166799468,2027583867.8500,3,30.103300
2022-06-30,sh.600285,12.3300,13.1800,11.8800,12.5300,200360752,2534258047.5000,3,36.160600
2022-07-29,sh.600285,12.5300,13.0900,11.5400,11.7600,163292534,2004599917.6200,3,29.460800
2022-08-31,sh.600285,11.8000,13.2200,11.0500,12.8000,259463157,3228794440.5200,3,46.387700
2022-09-30,sh.600285,12.8100,13.0500,10.8000,11.5400,167752170,2027996107.5200,3,29.991500
2022-10-31,sh.600285,11.5100,15.1700,11.2800,14.4300,248451254,3333372283.3800,3,44.419100
2022-11-30,sh.600285,14.4400,15.2900,13.7900,13.9600,294833317,4292393879.5700,3,52.711700
2022-12-30,sh.600285,14.0600,14.3200,12.4700,13.0400,195679722,2630253862.5200,3,34.984700
2023-01-31,sh.600285,13.0800,14.0800,13.0800,13.9200,87337116,1199078756.7400,3,15.614600
2023-02-28,sh.600285,13.9200,16.0800,13.4800,15.9900,173086311,2572588832.2200,3,30.945000
2023-03-31,sh.600285,16.0500,16.7500,14.4300,15.5100,208362350,3228167168.1900,3,37.252100
2023-04-28,sh.600285,15.4800,16.9200,15.2000,16.7100,172863905,2769241925.9000,3,30.905700
2023-05-31,sh.600285,16.6500,17.8800,15.7000,17.1400,212620603,3554151915.7900,3,38.013300
2023-06-30,sh.600285,17.1500,17.2200,14.7600,16.0600,155332058,2515268049.2900,3,27.770900
2023-07-31,sh.600285,16.1600,16.1700,14.7400,15.2300,108022300,1655886291.7700,3,19.302800
2023-08-31,sh.600285,15.1300,16.4800,14.3000,16.0600,168926738,2634680201.7800,3,29.994900
2023-09-28,sh.600285,16.1400,18.2700,15.3700,17.9100,159400577,2715537827.2200,3,28.303600
2023-10-31,sh.600285,18.0000,18.0000,15.4100,15.8200,132820239,2190489170.8700,3,23.583700
2023-11-30,sh.600285,15.8000,17.4800,15.6200,17.1100,201983122,3358932045.6200,3,35.864300
2023-12-29,sh.600285,17.0700,17.6600,16.0700,17.1100,140416797,2362219646.3100,3,24.932400
2024-01-31,sh.600285,17.1800,18.1500,16.1500,16.9300,164453821,2839492105.5100,3,29.200400
2024-02-29,sh.600285,17.0000,20.0800,16.3500,20.0800,153723428,2881858894.6900,3,27.295100
2024-03-29,sh.600285,20.0800,21.7300,19.8200,21.4500,166049037,3453723309.3300,3,29.483800
2024-04-30,sh.600285,21.4300,25.7700,20.5300,25.4500,185452973,4274003586.7800,3,32.929100
2024-05-31,sh.600285,25.5000,26.8900,24.0500,24.2100,186078529,4684750727.4100,3,33.040400
2024-06-28,sh.600285,24.2400,26.0200,23.6000,24.2100,130057890,3216208037.0100,3,23.092900
2024-07-31,sh.600285,24.1900,25.7000,20.1700,21.5200,179943940,4158791548.6200,3,31.915900
2024-08-30,sh.600285,21.5600,24.6800,20.8200,23.3600,167994962,3882528127.5800,3,29.622600
2024-09-30,sh.600285,23.3000,24.9200,18.4900,24.7800,250324620,5235744240.5100,3,44.140100
2024-10-31,sh.600285,27.0400,27.2600,21.2900,21.4500,211154040,5177921455.8200,3,37.232900
2024-11-29,sh.600285,21.4500,23.5600,20.6600,21.8800,213857731,4683550908.6100,3,37.710000
2024-12-31,sh.600285,21.9000,24.0900,21.1000,22.1600,248756417,5539047247.7400,3,43.863100
2025-01-27,sh.600285,22.1300,22.2900,20.4100,21.6600,112476780,2401067659.9200,3,19.859800
2025-02-28,sh.600285,21.8700,21.9400,19.8300,20.3700,160231640,3307762831.5900,3,28.316200
2025-03-31,sh.600285,20.4400,21.6000,20.2000,21.0800,118576902,2468952123.8700,3,20.954800
2025-04-30,sh.600285,21.2400,23.5000,20.8000,22.8500,159582456,3584610919.0200,3,28.201600
2025-05-30,sh.600285,22.9700,24.1500,22.8000,23.7500,94745960,2220800427.8100,3,16.743600
2025-06-30,sh.600285,23.9800,24.9400,22.3500,22.6700,126267897,2997800394.3600,3,22.314000
2025-07-31,sh.600285,22.7000,24.4000,22.3800,22.8000,185932513,4304521425.3900,3,32.857800
2025-08-29,sh.600285,22.8000,24.7500,22.6800,23.4300,225767135,5300423244.7500,3,39.897400
2025-09-30,sh.600285,23.4600,23.5500,21.8500,21.9200,166438514,3782303338.1300,3,29.413000
2025-10-31,sh.600285,21.9000,23.5000,21.7800,22.6800,113421117,2584535670.4600,3,20.044000
2025-11-28,sh.600285,22.7000,23.3800,21.6500,21.8400,125799811,2824632786.4800,3,22.231500
2021-11-30,sh.600298,55.8000,59.9500,51.1600,56.0200,206136183,11353342410.8500,3,25.014000
2021-12-31,sh.600298,56.3200,64.8500,54.2800,60.3600,183105833,10903587690.1900,3,22.219600
2022-01-28,sh.600298,60.1800,60.1800,52.3000,57.0000,133731465,7492145678.3300,3,16.228000
2022-02-28,sh.600298,57.2200,59.7000,48.6300,49.9000,107532273,5881617967.7200,3,13.048700
2022-03-31,sh.600298,50.0000,50.6800,39.9600,41.6800,263069251,11643722363.3300,3,31.922800
2022-04-29,sh.600298,41.6800,43.3700,36.0300,38.4000,229501506,8984481298.8900,3,27.849300
2022-05-31,sh.600298,38.9800,43.5000,38.0900,42.4500,213511609,8767159466.0900,3,25.909200
2022-06-30,sh.600298,42.2200,49.8400,41.1500,48.7500,227332876,10119654391.6100,3,27.586300
2022-07-29,sh.600298,48.7800,49.3600,43.6600,44.4100,146939929,6733754926.5900,3,17.831000
2022-08-31,sh.600298,44.0800,49.8000,43.5500,48.5600,153531922,7241717839.8700,3,18.630700
2022-09-30,sh.600298,48.2200,48.6900,40.5800,41.5800,163564131,7190120471.5100,3,19.848000
2022-10-31,sh.600298,41.8000,43.0700,35.6000,36.1800,109765632,4375617288.6900,3,13.319700
2022-11-30,sh.600298,36.5200,44.1500,36.3800,43.6000,144107979,5872298014.0100,3,17.487200
2022-12-30,sh.600298,44.1000,48.5500,43.8300,45.2200,142923545,6563071476.2400,3,17.181500
2023-01-31,sh.600298,45.2300,45.3700,41.4600,41.5800,138909227,6011086432.7000,3,16.138700
2023-02-28,sh.600298,41.5800,43.6600,39.8100,40.4400,225611333,9376675912.0100,3,26.211500
2023-03-31,sh.600298,40.4900,42.4000,38.1500,41.7500,201673439,8053873872.7000,3,23.430600
2023-04-28,sh.600298,41.6600,42.5000,38.5000,40.0000,181461813,7319607527.7700,3,21.082400
2023-05-31,sh.600298,40.0000,40.3000,36.1000,36.3800,128493203,4955302564.9400,3,14.889100
2023-06-30,sh.600298,36.4000,37.8600,35.7300,36.2100,122287333,4488200903.4300,3,14.163500
2023-07-31,sh.600298,36.2300,37.6800,35.0100,37.0600,128654159,4641643577.6400,3,14.900800
2023-08-31,sh.600298,37.0400,38.2600,32.1100,33.1600,132993695,4626264960.0100,3,15.403700
2023-09-28,sh.600298,33.2500,34.9700,32.8200,33.6000,70619631,2392735979.1500,3,8.179400
2023-10-31,sh.600298,33.5900,35.2000,32.2600,34.9900,68807338,2334972545.4900,3,7.969500
2023-11-30,sh.600298,35.5000,37.2000,34.2200,36.5100,95782077,3417922578.6400,3,11.093400
2023-12-29,sh.600298,36.6900,36.9000,34.8700,35.1800,82968753,2980201833.8700,3,9.609500
2024-01-31,sh.600298,35.2100,35.7600,30.7700,30.8500,91692441,3086459939.5700,3,10.620100
2024-02-29,sh.600298,30.7700,35.9000,28.3800,33.6800,117000337,3838841463.4100,3,13.551000
2024-03-29,sh.600298,33.5600,33.6500,28.4000,28.7400,214216369,6533127178.0700,3,24.811100
2024-04-30,sh.600298,28.7400,30.5600,28.4000,29.8200,197463597,5793879021.5200,3,22.870600
2024-05-31,sh.600298,30.3100,33.5600,30.0800,30.5800,235177110,7485588045.4100,3,27.163400
2024-06-28,sh.600298,30.7500,31.8600,27.2200,27.9300,130682115,3854699849.2100,3,15.090600
2024-07-31,sh.600298,28.0200,30.3100,27.5200,29.9400,122545988,3559844125.0400,3,14.151300
2024-08-30,sh.600298,30.0000,31.6300,29.0100,31.2600,122045335,3705143754.2500,3,14.093400
2024-09-30,sh.600298,31.0400,36.7600,30.8400,36.4200,222665996,7336256429.8800,3,25.977300
2024-10-31,sh.600298,39.9000,40.0000,34.6100,36.3600,270479752,9941509315.1500,3,31.653800
2024-11-29,sh.600298,36.1900,38.5700,33.4700,34.4900,187157410,6797678482.6300,3,21.902500
2024-12-31,sh.600298,34.7000,37.5200,33.8000,36.0500,157696241,5657250596.0600,3,18.455000
2025-01-27,sh.600298,36.0000,36.6700,32.6800,34.5600,105113924,3643762360.8000,3,12.301300
2025-02-28,sh.600298,34.6700,37.4400,33.6600,35.9400,135870341,4870395419.6800,3,15.900600
2025-03-31,sh.600298,35.8500,37.3600,33.8600,34.5400,165194654,5876765709.1300,3,19.332300
2025-04-30,sh.600298,34.5600,35.9400,31.9100,35.2400,172389034,5866493656.6300,3,20.174200
2025-05-30,sh.600298,35.2500,38.4800,34.7500,38.1000,115776335,4260642491.5400,3,13.515200
2025-06-30,sh.600298,37.7700,38.3000,34.0900,35.1700,106657311,3839334669.8100,3,12.443100
2025-07-31,sh.600298,35.1600,36.2000,34.0000,34.3200,182256776,6363559337.9700,3,21.262900
2025-08-29,sh.600298,34.2900,40.5100,34.1200,39.6100,250756064,9520362857.7700,3,29.254500
2025-09-30,sh.600298,39.6000,42.4000,38.5200,39.5500,226795493,9134966465.8900,3,26.459200
2025-10-31,sh.600298,39.3000,42.5100,37.5200,38.8200,165682373,6685552858.6500,3,19.329400
2025-11-28,sh.600298,38.7600,41.6000,37.0600,41.0000,143829599,5684714570.8800,3,16.780000
2021-11-30,sh.600307,2.3600,2.4600,2.0200,2.1100,2024858307,4378940553.4100,3,32.328800
2021-12-31,sh.600307,2.1000,2.3500,2.0900,2.2000,1949847024,4313334624.2400,3,31.131000
2022-01-28,sh.600307,2.2000,2.4300,2.0500,2.1000,1739891344,3949661386.9200,3,27.779000
2022-02-28,sh.600307,2.1200,2.3500,2.1100,2.2500,1344718750,3051503299.8300,3,21.469500
2022-03-31,sh.600307,2.2600,2.3600,1.9200,2.1500,1761717641,3822007908.3900,3,28.127400
2022-04-29,sh.600307,2.1400,2.6000,1.7700,1.8800,3365030193,7619811051.4200,3,53.725800
2022-05-31,sh.600307,1.8800,1.9900,1.7700,1.9300,1239289714,2322662019.3800,3,19.786200
2022-06-30,sh.600307,1.9400,2.0200,1.9000,1.9400,1445422849,2838680181.8500,3,23.077600
2022-07-29,sh.600307,1.9300,1.9800,1.8000,1.8500,778909304,1465381273.6700,3,12.436000
2022-08-31,sh.600307,1.8600,1.8600,1.7400,1.7600,650984493,1162433403.6800,3,10.393600
2022-09-30,sh.600307,1.7600,1.8200,1.5900,1.6100,620096134,1072387493.7300,3,9.900400
2022-10-31,sh.600307,1.6100,1.6900,1.5100,1.5300,394519916,640856038.7900,3,6.298900
2022-11-30,sh.600307,1.5300,1.7400,1.5200,1.7100,669006706,1100607516.5200,3,10.681200
2022-12-30,sh.600307,1.7300,1.7700,1.6200,1.6500,605578489,1024535535.2700,3,9.668700
2023-01-31,sh.600307,1.6500,1.7400,1.6300,1.7200,375585157,630490341.2600,3,5.996600
2023-02-28,sh.600307,1.7200,1.8000,1.6800,1.7600,667357525,1157453423.7600,3,10.655000
2023-03-31,sh.600307,1.7700,1.8100,1.6100,1.6300,783042451,1347483706.6000,3,12.501800
2023-04-28,sh.600307,1.6300,1.6600,1.5300,1.6000,507939649,817158162.3600,3,8.109800
2023-05-31,sh.600307,1.6000,1.7200,1.5300,1.5800,759039576,1247425828.5500,3,12.118800
2023-06-30,sh.600307,1.5800,1.6200,1.5100,1.5500,614108001,961060605.7000,3,9.804900
2023-07-31,sh.600307,1.5500,1.7600,1.5200,1.7500,863703982,1399124788.1900,3,13.790000
2023-08-31,sh.600307,1.7400,1.9300,1.5700,1.5700,1564427613,2709304667.9900,3,24.977400
2023-09-28,sh.600307,1.5700,1.6900,1.5600,1.5700,803355974,1290954428.9600,3,12.826300
2023-10-31,sh.600307,1.5700,1.6000,1.4900,1.5700,435399196,673115930.2700,3,6.951500
2023-11-30,sh.600307,1.5700,1.6000,1.5300,1.5600,497944827,781105142.2500,3,7.950100
2023-12-29,sh.600307,1.5500,1.5900,1.4600,1.4900,475087143,725556567.0000,3,7.585200
2024-01-31,sh.600307,1.4900,1.5100,1.3300,1.4000,663343981,964623954.9100,3,10.590700
2024-02-29,sh.600307,1.3900,1.4700,1.2400,1.4000,662306174,908406656.1300,3,10.574400
2024-03-29,sh.600307,1.4000,1.4700,1.3500,1.3800,669741695,934540089.8700,3,10.693000
2024-04-30,sh.600307,1.3800,1.4500,1.3300,1.3300,661734910,916580379.9400,3,10.565100
2024-05-31,sh.600307,1.3400,1.3500,1.2500,1.2500,520488635,681976291.8800,3,8.309900
2024-06-28,sh.600307,1.2600,1.2600,1.1100,1.1800,526711506,622072726.6400,3,8.409500
2024-07-31,sh.600307,1.1800,1.2400,1.1600,1.2000,234769309,280083278.2000,3,3.748000
2024-08-30,sh.600307,1.2000,1.2100,1.1500,1.2000,217412101,256417341.4100,3,3.471300
2024-09-30,sh.600307,1.2000,1.4900,1.1800,1.4900,469647875,622224107.0100,3,7.498500
2024-10-31,sh.600307,1.6300,2.0100,1.3400,2.0100,2152208825,3587909130.3200,3,34.361800
2024-11-29,sh.600307,2.0500,2.2000,1.5600,1.6600,3075834942,5626714418.6000,3,49.108400
2024-12-31,sh.600307,1.6600,2.0200,1.5900,1.5900,2137542975,3819678862.4900,3,34.127600
2025-01-27,sh.600307,1.5900,1.6100,1.4100,1.4700,683184751,1022666002.2100,3,10.907500
2025-02-28,sh.600307,1.4800,1.6100,1.4600,1.5100,763094677,1167079411.8300,3,12.183500
2025-03-31,sh.600307,1.5100,1.5700,1.4100,1.4200,903509021,1374409059.3100,3,14.425200
2025-04-30,sh.600307,1.4200,1.4400,1.2300,1.3700,655027002,886112864.8000,3,10.458100
2025-05-30,sh.600307,1.3800,1.4600,1.3700,1.4000,522850458,737825611.1400,3,8.348000
2025-06-30,sh.600307,1.3900,1.4100,1.3600,1.3900,382318047,530954563.8600,3,6.104000
2025-07-31,sh.600307,1.3900,1.9900,1.3800,1.7600,2834370318,4817704811.2300,3,45.253000
2025-08-29,sh.600307,1.7600,1.8100,1.6300,1.6600,1426625689,2471057287.0400,3,22.777200
2025-09-30,sh.600307,1.6600,1.8200,1.5700,1.6300,1389445356,2346406912.5100,3,22.183600
2025-10-31,sh.600307,1.6400,1.7800,1.6400,1.6900,1034771012,1764427041.5400,3,16.521200
2025-11-28,sh.600307,1.6900,1.8300,1.5800,1.6400,1551610234,2656763552.9200,3,24.772800
2021-11-30,sh.600315,47.0000,47.6200,41.1000,41.8700,76919302,3320675722.8200,3,11.459100
2021-12-31,sh.600315,41.7600,44.7900,39.7200,40.4100,76238933,3165185100.0800,3,11.357800
2022-01-28,sh.600315,40.4900,44.2800,37.4300,40.4700,147000680,6074461434.8200,3,21.899700
2022-02-28,sh.600315,41.0000,42.6600,38.1400,38.7800,68412837,2747705404.3300,3,10.191800
2022-03-31,sh.600315,38.7100,39.6500,32.8000,34.4800,83996219,3053555569.3900,3,12.513500
2022-04-29,sh.600315,34.5200,35.0700,29.3000,31.1500,63876154,2072519823.6700,3,9.516000
2022-05-31,sh.600315,31.0400,34.9000,30.4000,34.6500,92020031,2972555447.9000,3,13.708800
2022-06-30,sh.600315,34.3000,42.7500,32.5300,42.7500,188708209,7034370343.1900,3,28.113200
2022-07-29,sh.600315,42.7500,43.5300,32.8100,35.3800,141926792,5139642423.4800,3,21.129300
2022-08-31,sh.600315,35.1500,35.9000,31.5100,33.4100,91036506,3088235188.1300,3,13.530800
2022-09-30,sh.600315,33.4000,34.0400,28.2000,28.6100,63791116,1926411497.6100,3,9.481300
2022-10-31,sh.600315,28.8000,29.7900,26.8300,27.7800,43490716,1235429447.8200,3,6.464100
2022-11-30,sh.600315,27.7600,30.4000,27.7000,28.6900,78233945,2279925079.6700,3,11.622400
2022-12-30,sh.600315,29.3500,32.7500,28.2200,31.8500,253273855,7743516158.5000,3,37.622500
2023-01-31,sh.600315,31.6400,33.1000,29.9500,31.4000,143403247,4503258065.0000,3,21.301800
2023-02-28,sh.600315,31.3000,33.5600,30.7000,32.4500,144916467,4681680857.8100,3,21.526600
2023-03-31,sh.600315,32.4700,32.4700,28.8000,30.0000,119343560,3602193621.9100,3,17.728300
2023-04-28,sh.600315,29.9900,31.1200,26.9100,29.2600,131676080,3823212548.2500,3,19.560000
2023-05-31,sh.600315,29.2500,30.3200,28.6500,28.7300,79385391,2344256610.5400,3,11.792400
2023-06-30,sh.600315,28.7500,30.6300,28.0000,29.0100,74622633,2184083972.7200,3,11.085000
2023-07-31,sh.600315,29.0500,29.2500,27.2700,29.1500,86335361,2444114167.1700,3,12.824700
2023-08-31,sh.600315,29.2400,29.2400,25.6800,26.3600,79343303,2176522257.3900,3,11.786100
2023-09-28,sh.600315,26.4900,27.2700,25.1600,26.0900,76773611,2019993203.5200,3,11.404300
2023-10-31,sh.600315,26.0600,26.0900,22.1000,23.3400,76026509,1829628675.3500,3,11.293200
2023-11-30,sh.600315,23.3300,23.9400,22.6700,23.1500,64487836,1508553204.7000,3,9.579300
2023-12-29,sh.600315,23.1300,23.3200,20.2600,21.1800,65163922,1417343249.8900,3,9.680000
2024-01-31,sh.600315,21.1800,21.2000,17.8100,17.9000,80390047,1580367834.4800,3,11.941500
2024-02-29,sh.600315,17.8400,19.8400,15.6100,19.4700,106657498,1955173031.3200,3,15.843500
2024-03-29,sh.600315,19.4700,19.6700,17.8700,18.1700,138843453,2626722958.2500,3,20.624700
2024-04-30,sh.600315,18.2200,21.1700,17.1300,20.9400,175845960,3403961405.7900,3,26.121300
2024-05-31,sh.600315,21.2400,22.8900,19.8800,20.0500,165184271,3505812667.8300,3,24.537200
2024-06-28,sh.600315,19.8900,20.1100,17.6800,17.7800,79910765,1510311419.9400,3,11.870400
2024-07-31,sh.600315,17.8600,18.1100,16.7800,17.9200,92726469,1628755321.2400,3,13.774300
2024-08-30,sh.600315,17.8500,18.3400,14.3700,14.9300,127653776,2058446150.3800,3,18.978700
2024-09-30,sh.600315,14.9300,18.6500,13.6700,18.6400,116118919,1795219711.4600,3,17.273800
2024-10-31,sh.600315,20.5000,20.5000,16.2200,16.4700,165666964,2891524034.0700,3,24.644400
2024-11-29,sh.600315,16.4100,18.3600,16.2500,17.4800,139088267,2405373622.6000,3,20.691000
2024-12-31,sh.600315,17.4800,19.7200,16.9000,16.9100,199149538,3656647315.7000,3,29.625400
2025-01-27,sh.600315,16.8500,17.4400,15.3000,15.5800,80208561,1290033998.4400,3,11.931700
2025-02-28,sh.600315,15.5900,18.6000,15.3500,18.3500,134494057,2260076810.3700,3,20.007200
2025-03-31,sh.600315,18.3200,20.5700,18.0600,19.5200,160333814,3103301935.1800,3,23.851000
2025-04-30,sh.600315,19.5000,24.3000,18.6000,23.4200,211339575,4528311080.1600,3,31.438600
2025-05-30,sh.600315,23.4200,26.8700,23.2100,23.7600,260671822,6482539900.3500,3,38.777300
2025-06-30,sh.600315,23.6600,25.7000,20.2000,21.0700,212459745,4734885501.1900,3,31.605300
2025-07-31,sh.600315,21.0800,24.4900,20.2900,22.0300,294172345,6573470643.5600,3,43.761000
2025-08-29,sh.600315,22.2500,27.8400,21.4600,27.3000,251667247,6059598334.5300,3,37.437900
2025-09-30,sh.600315,27.2000,28.6000,25.3300,26.3200,176192364,4753819596.7600,3,26.210200
2025-10-31,sh.600315,26.2800,29.7500,24.6500,25.0800,218538252,5903347098.1300,3,32.509700
2025-11-28,sh.600315,25.0900,25.1200,22.8000,23.2000,111947539,2684522371.1100,3,16.653300
2021-11-30,sh.600320,3.4500,3.9000,3.4000,3.6900,460655961,1684399487.7300,3,13.866900
2021-12-31,sh.600320,3.6800,3.9700,3.6600,3.7700,415696532,1589473185.6900,3,12.513500
2022-01-28,sh.600320,3.8100,4.1000,3.4700,3.5300,358525033,1385696583.1200,3,10.792400
2022-02-28,sh.600320,3.5600,3.7500,3.4900,3.5800,216707778,789901665.4300,3,6.523500
2022-03-31,sh.600320,3.5800,3.6900,3.0900,3.3200,283406803,955195407.6100,3,8.531100
2022-04-29,sh.600320,3.3200,3.4900,2.8900,3.1600,322254103,1051290744.5700,3,9.700700
2022-05-31,sh.600320,3.1300,3.4600,3.0600,3.4400,215193633,696770065.1900,3,6.477900
2022-06-30,sh.600320,3.4400,3.5300,3.3000,3.3600,287728894,984277204.2400,3,8.661600
2022-07-29,sh.600320,3.3700,3.7200,3.3500,3.6200,396747485,1416267139.8500,3,11.943000
2022-08-31,sh.600320,3.6300,3.8100,3.3700,3.5500,451586828,1642869556.8800,3,13.593800
2022-09-30,sh.600320,3.5600,3.7100,3.1200,3.1500,265876615,914106447.6000,3,8.003500
2022-10-31,sh.600320,3.1800,3.3100,3.0700,3.2000,157616175,507268718.1400,3,4.744500
2022-11-30,sh.600320,3.1900,3.3900,3.1800,3.3300,278404639,918922603.2200,3,8.380700
2022-12-30,sh.600320,3.3500,3.4500,3.1600,3.2100,231170553,768917546.6900,3,6.959000
2023-01-31,sh.600320,3.2000,3.3300,3.1600,3.3200,137778268,445963489.7200,3,4.147300
2023-02-28,sh.600320,3.3200,4.3900,3.2900,4.1300,1104957730,4342606084.8000,3,33.261900
2023-03-31,sh.600320,4.1400,4.2300,3.8200,3.9700,609991510,2464573476.4000,3,18.362200
2023-04-28,sh.600320,3.9700,4.1200,3.8000,3.9500,448382441,1768825329.9800,3,13.497300
2023-05-31,sh.600320,3.9600,4.1900,3.5700,3.6700,620806174,2429292009.7700,3,18.687700
2023-06-30,sh.600320,3.6700,3.7800,3.5300,3.7300,371918400,1361475670.1200,3,11.195600
2023-07-31,sh.600320,3.7300,4.0000,3.6000,3.9300,411216985,1552733369.0000,3,12.378500
2023-08-31,sh.600320,3.9500,3.9900,3.4900,3.5100,446277090,1668563436.1800,3,13.434100
2023-09-28,sh.600320,3.5000,3.7300,3.5000,3.6800,347059580,1251481159.1900,3,10.447200
2023-10-31,sh.600320,3.6800,3.7000,3.2800,3.4000,319838848,1106496987.4700,3,9.627900
2023-11-30,sh.600320,3.4100,3.4900,3.3100,3.3600,342021228,1163576829.7600,3,10.295800
2023-12-29,sh.600320,3.3600,3.4400,3.1800,3.3200,310379326,1025708515.1800,3,9.343400
2024-01-31,sh.600320,3.3200,3.3800,2.8700,3.1200,443141218,1415722751.9900,3,13.339700
2024-02-29,sh.600320,3.1100,3.3900,2.8100,3.3000,601702170,1930441465.5000,3,18.112600
2024-03-29,sh.600320,3.3000,3.4600,3.2100,3.3800,575946418,1913790423.5100,3,17.337500
2024-04-30,sh.600320,3.4000,3.8700,3.3900,3.6900,881040975,3188115612.0600,3,26.521400
2024-05-31,sh.600320,3.7200,3.8400,3.5300,3.6000,528535566,1951139153.8400,3,15.910200
2024-06-28,sh.600320,3.5900,3.6200,3.3300,3.4200,492275665,1710682810.3300,3,14.818600
2024-07-31,sh.600320,3.4200,3.9800,3.2200,3.9100,726909410,2641243030.8600,3,21.881500
2024-08-30,sh.600320,3.8700,4.0000,3.5100,3.5500,531033446,2000513652.2300,3,15.985400
2024-09-30,sh.600320,3.5800,4.1200,3.2800,4.0900,545289567,1935178749.7300,3,16.414400
2024-10-31,sh.600320,4.5000,4.5000,3.7700,4.1000,824823370,3328232857.3600,3,24.829100
2024-11-29,sh.600320,4.1000,4.4100,3.8800,4.0300,814919477,3399308342.6500,3,24.531000
2024-12-31,sh.600320,4.0400,4.2600,3.8900,3.9200,591509014,2403251240.2500,3,17.805700
2025-01-27,sh.600320,3.9200,3.9500,3.6000,3.9100,455526313,1717137984.1400,3,13.712300
2025-02-28,sh.600320,3.9300,3.9500,3.6700,3.6900,468334313,1778263230.1100,3,14.097800
2025-03-31,sh.600320,3.7000,5.9500,3.6700,4.3700,2859209362,13892315246.9500,3,86.068900
2025-04-30,sh.600320,4.4000,4.4800,3.6600,4.2600,2195761815,9131508266.5700,3,66.097600
2025-05-30,sh.600320,4.2600,4.6600,4.2500,4.3600,1325124668,5893720707.6800,3,39.889500
2025-06-30,sh.600320,4.3300,4.5300,4.1200,4.3700,849064715,3673891177.3900,3,25.558900
2025-07-31,sh.600320,4.3700,5.0900,4.3500,4.5600,1945697042,9126611153.6300,3,58.570300
2025-08-29,sh.600320,4.5700,4.8600,4.4800,4.6500,1167731661,5473366868.9600,3,35.151300
2025-09-30,sh.600320,4.6500,4.6800,4.3100,4.4600,976801771,4355180154.4400,3,29.404300
2025-10-31,sh.600320,4.4600,4.8500,4.4500,4.7300,1279690782,5989199283.9800,3,38.521700
2025-11-28,sh.600320,4.7800,5.0700,4.4600,4.5400,1132145745,5433450049.1700,3,34.080100
2021-11-30,sh.600323,21.9500,22.5000,20.7600,21.5800,121340880,2628312584.8800,3,14.882100
2021-12-31,sh.600323,21.4900,22.5400,20.6000,20.9800,170248346,3652305919.8200,3,20.880600
2022-01-28,sh.600323,20.9900,22.3500,19.9100,20.1900,129466999,2769845567.7800,3,15.878800
2022-02-28,sh.600323,20.4000,21.5200,18.9500,19.1500,78407400,1593684170.4400,3,9.616500
2022-03-31,sh.600323,19.1000,19.5200,16.6800,18.6700,131715416,2367182835.9500,3,16.154600
2022-04-29,sh.600323,18.6800,19.6900,17.0000,18.4800,87826343,1609003776.5600,3,10.771500
2022-05-31,sh.600323,18.4700,20.5100,18.0000,20.3900,80491469,1560402512.1700,3,9.872100
2022-06-30,sh.600323,20.3800,20.9800,19.9100,20.5000,76627264,1566583248.7500,3,9.398100
2022-07-29,sh.600323,20.5000,21.7400,20.3000,21.0000,83565775,1748605892.0100,3,10.249000
2022-08-31,sh.600323,21.0000,21.9600,19.7200,20.4100,108727651,2262430568.0600,3,13.335100
2022-09-30,sh.600323,20.4100,21.1600,18.5100,18.9000,61731115,1230454343.0200,3,7.571100
2022-10-31,sh.600323,18.9800,19.9000,17.7600,17.9200,43583566,831371385.8100,3,5.345600
2022-11-30,sh.600323,17.9200,19.7500,17.8300,19.4800,70606165,1341955755.6500,3,8.659700
2022-12-30,sh.600323,19.7000,19.7000,17.2600,18.4600,55897029,1039794461.3100,3,6.855600
2023-01-31,sh.600323,18.4700,18.7700,17.8100,18.1900,41061511,748888510.4700,3,5.036100
2023-02-28,sh.600323,18.2100,19.1300,18.0500,18.9500,44583277,834701044.8600,3,5.468000
2023-03-31,sh.600323,18.9400,19.1300,17.5600,17.8500,50559648,919405485.1400,3,6.201200
2023-04-28,sh.600323,17.9000,20.3500,17.7900,20.0900,82195666,1568167023.5000,3,10.081300
2023-05-31,sh.600323,20.0500,20.6800,18.9800,19.2800,64682397,1274503220.8500,3,7.933200
2023-06-30,sh.600323,19.2100,19.4900,18.1000,18.9300,52100337,979319789.1000,3,6.389700
2023-07-31,sh.600323,19.0700,19.1800,18.0100,18.8200,64536815,1196295845.0900,3,7.915400
2023-08-31,sh.600323,18.8800,19.6800,17.8300,17.9600,106778487,2003666955.8400,3,13.096100
2023-09-28,sh.600323,18.0100,18.0100,17.2300,17.2800,57690219,1015468816.9700,3,7.075600
2023-10-31,sh.600323,17.3100,17.9300,16.7200,17.7900,56937384,995495813.8600,3,6.983200
2023-11-30,sh.600323,17.8000,18.0600,16.9600,17.1600,56582092,991096832.2100,3,6.939600
2023-12-29,sh.600323,17.1900,17.3600,16.3500,17.3300,64767888,1099718288.4400,3,7.943700
2024-01-31,sh.600323,17.2000,17.5600,14.8000,15.3500,101388438,1644841128.4500,3,12.435200
2024-02-29,sh.600323,15.2200,16.7500,14.1500,16.0700,103411185,1650648039.2500,3,12.683200
