股票代码,数据周期,周期名称,低换手日期,低换手率,低换手价格,最低价日期,最低价,周期差,是否同周期,分析周期数,有效周期数,最大跌幅%,备注
sh.688192,W,周,2025-01-27,0.5529,41.59,2025-02-07,40.67,1,否,10,9,-2.2120702091849043,后1周
sh.688192,W,周,2025-10-10,1.134,67.78,2025-10-31,58.0,3,否,9,8,-14.429035113602835,后3周
sh.688192,W,周,2025-09-30,1.1629,72.43,2025-10-31,58.0,4,否,10,9,-19.92268397073037,后4周
sh.688192,W,周,2025-12-05,2.4611,62.94,2025-12-05,60.28,0,是,1,0,-4.2262472195741925,同周
sh.688192,W,周,2025-11-28,2.7601,64.5,2025-12-05,60.28,1,否,2,1,-6.542635658914726,后1周
sh.688192,W,周,2025-09-26,2.9234,70.42,2025-10-31,58.0,5,否,10,9,-17.6370349332576,后5周
sh.688192,W,周,2023-05-05,3.1496,51.06,2023-07-07,31.5,9,否,10,9,-38.307873090481785,后9周
sh.688192,W,周,2023-11-24,3.1934,43.69,2024-01-26,36.21,9,否,10,9,-17.12062256809338,后9周
sh.688192,W,周,2025-09-19,3.2561,69.97,2025-10-31,58.0,6,否,10,9,-17.107331713591538,后6周
sh.688192,W,周,2023-07-21,3.3661,31.94,2023-09-01,28.9,6,否,10,9,-9.517845961177215,后6周
sh.688195,W,周,2025-01-27,3.8824,40.66,2025-04-03,38.28,9,否,10,9,-5.853418593211991,后9周
sh.688195,W,周,2025-04-30,3.9908,36.62,2025-04-30,35.28,0,是,10,9,-3.6592026215182862,同周
sh.688195,W,周,2025-04-03,5.8321,38.5,2025-04-11,29.11,1,否,10,9,-24.389610389610393,后1周
sh.688195,W,周,2024-09-20,6.3944,21.47,2024-09-27,21.18,1,否,10,9,-1.3507219375873272,后1周
sh.688195,W,周,2024-08-30,6.4414,21.84,2024-08-30,20.33,0,是,10,9,-6.913919413919421,同周
sh.688195,W,周,2024-09-30,6.485,29.03,2024-09-30,25.5,0,是,10,9,-12.15983465380641,同周
sh.688195,W,周,2024-09-13,6.8032,21.3,2024-09-27,21.18,2,否,10,9,-0.5633802816901454,后2周
sh.688195,W,周,2023-05-05,6.9043,25.11,2023-05-12,24.92,1,否,10,9,-0.7566706491437584,后1周
sh.688195,W,周,2025-04-18,7.7078,34.81,2025-04-18,34.3,0,是,10,9,-1.4650962367136027,同周
sh.688195,W,周,2024-08-16,7.9945,22.76,2024-08-30,20.33,2,否,10,9,-10.67662565905098,后2周
sh.688200,W,周,2025-01-27,0.9566,126.0,2025-02-14,116.11,2,否,10,9,-7.84920634920635,后2周
sh.688200,W,周,2024-09-20,1.276,76.38,2024-09-27,75.5,1,否,10,9,-1.1521340665095516,后1周
sh.688200,W,周,2023-09-28,1.3856,130.79,2023-10-27,114.0,3,否,10,9,-12.837372887835455,后3周
sh.688200,W,周,2023-05-05,1.7453,249.02,2023-07-07,144.02,9,否,10,9,-42.16528792868043,后9周
sh.688200,W,周,2023-12-01,1.9035,124.45,2024-02-02,71.34,9,否,10,9,-42.675773402973086,后9周
sh.688200,W,周,2023-06-21,1.9561,156.57,2023-08-25,129.2,9,否,10,9,-17.480998914223676,后9周
sh.688200,W,周,2024-04-30,1.9881,112.0,2024-07-05,84.66,9,否,10,9,-24.41071428571429,后9周
sh.688200,W,周,2024-09-30,2.2015,108.0,2024-09-30,95.6,0,是,10,9,-11.481481481481486,同周
sh.688200,W,周,2023-10-13,2.2051,129.58,2023-10-27,114.0,2,否,10,9,-12.023460410557194,后2周
sh.688200,W,周,2024-01-05,2.2842,105.53,2024-02-08,66.28,5,否,10,9,-37.19321519946934,后5周
sh.688206,W,周,2025-01-27,1.9281,18.65,2025-01-27,18.65,0,是,10,9,0.0,同周
sh.688206,W,周,2024-09-20,2.7686,12.92,2024-09-27,12.65,1,否,10,9,-2.0897832817337427,后1周
sh.688206,W,周,2024-04-30,2.9233,15.32,2024-06-14,12.73,6,否,10,9,-16.906005221932112,后6周
sh.688206,W,周,2024-01-05,3.144,20.3,2024-02-08,12.1,5,否,10,9,-40.39408866995075,后5周
sh.688206,W,周,2024-01-12,3.2104,19.79,2024-02-08,12.1,4,否,10,9,-38.85800909550278,后4周
sh.688206,W,周,2024-01-19,3.2264,18.45,2024-02-08,12.1,3,否,10,9,-34.417344173441734,后3周
sh.688206,W,周,2023-05-05,3.5503,28.74,2023-06-30,25.9,8,否,10,9,-9.88169798190675,后8周
sh.688206,W,周,2023-08-11,3.596,24.67,2023-08-25,22.47,2,否,10,9,-8.917713822456436,后2周
sh.688206,W,周,2024-04-03,4.1038,15.53,2024-06-07,12.79,9,否,10,9,-17.64327108821636,后9周
sh.688206,W,周,2023-12-29,4.3431,21.8,2024-02-08,12.1,6,否,10,9,-44.4954128440367,后6周
sh.688208,W,周,2024-09-20,2.1928,23.51,2024-09-20,22.98,0,是,10,9,-2.2543598468736756,同周
sh.688208,W,周,2024-09-13,2.6032,23.07,2024-09-13,22.7,0,是,10,9,-1.6038144776766405,同周
sh.688208,W,周,2024-08-23,2.7634,22.84,2024-08-30,22.1,1,否,10,9,-3.2399299474605887,后1周
sh.688208,W,周,2023-09-28,3.0129,29.63,2023-10-27,24.83,3,否,10,9,-16.199797502531222,后3周
sh.688208,W,周,2024-08-16,3.1235,23.34,2024-08-30,22.1,2,否,10,9,-5.312767780634098,后2周
sh.688208,W,周,2023-12-15,3.2373,25.93,2024-02-08,14.72,8,否,10,9,-43.23177786347859,后8周
sh.688208,W,周,2024-09-06,3.2988,23.6,2024-09-13,22.7,1,否,10,9,-3.813559322033907,后1周
sh.688208,W,周,2025-09-30,3.3197,39.22,2025-12-05,32.3,9,否,10,9,-17.64405915349312,后9周
sh.688208,W,周,2024-08-30,3.3712,24.16,2024-08-30,22.1,0,是,10,9,-8.526490066225161,同周
sh.688208,W,周,2023-09-22,3.5183,28.17,2023-10-27,24.83,4,否,10,9,-11.856585019524328,后4周
sh.688213,W,周,2024-04-30,1.5123,48.3,2024-05-24,43.41,3,否,10,9,-10.124223602484474,后3周
sh.688213,W,周,2023-08-11,1.8497,46.05,2023-09-01,40.51,3,否,10,9,-12.030401737242128,后3周
sh.688213,W,周,2024-09-20,1.9687,42.01,2024-09-27,41.5,1,否,10,9,-1.213996667460124,后1周
sh.688213,W,周,2024-09-30,2.4919,57.71,2024-09-30,50.12,0,是,10,9,-13.151966730202744,同周
sh.688213,W,周,2023-08-25,2.5614,43.3,2023-10-27,39.97,8,否,10,9,-7.690531177829096,后8周
sh.688213,W,周,2025-01-27,2.569,79.2,2025-02-07,74.1,1,否,10,9,-6.43939393939395,后1周
sh.688213,W,周,2024-08-16,2.6727,50.6,2024-09-27,41.5,6,否,10,9,-17.98418972332016,后6周
sh.688213,W,周,2024-08-23,2.7991,49.26,2024-09-27,41.5,5,否,10,9,-15.75314656922452,后5周
sh.688213,W,周,2024-01-19,2.8168,53.05,2024-02-08,32.98,3,否,10,9,-37.832233741753065,后3周
sh.688213,W,周,2024-04-03,2.9884,49.71,2024-04-26,42.42,3,否,10,9,-14.665057332528663,后3周
sh.688220,W,周,2023-09-28,1.7216,63.03,2023-10-27,55.55,3,否,10,9,-11.867364746945904,后3周
sh.688220,W,周,2023-05-05,2.3056,64.97,2023-05-05,64.17,0,是,10,9,-1.2313375404032587,同周
sh.688220,W,周,2023-09-22,2.3335,64.85,2023-10-27,55.55,4,否,10,9,-14.34078643022359,后4周
sh.688220,W,周,2025-01-27,2.3888,69.52,2025-01-27,67.56,0,是,10,9,-2.819332566168,同周
sh.688220,W,周,2023-08-11,2.4166,76.82,2023-10-20,57.8,9,否,10,9,-24.759177297578752,后9周
sh.688220,W,周,2023-07-28,2.4371,76.67,2023-09-28,62.53,9,否,10,9,-18.44267640537368,后9周
sh.688220,W,周,2023-08-25,2.5329,67.81,2023-10-27,55.55,8,否,10,9,-18.079929213980243,后8周
sh.688220,W,周,2023-10-13,2.5384,60.94,2023-10-27,55.55,2,否,10,9,-8.84476534296029,后2周
sh.688220,W,周,2023-08-04,2.7251,76.66,2023-10-13,60.15,9,否,10,9,-21.536655361335765,后9周
sh.688220,W,周,2023-07-14,2.7325,77.66,2023-09-15,64.7,9,否,10,9,-16.68812773628637,后9周
sh.688233,W,周,2025-01-27,2.2335,23.1,2025-02-21,22.23,3,否,10,9,-3.7662337662337704,后3周
sh.688233,W,周,2024-09-20,3.0767,14.0,2024-09-20,13.64,0,是,10,9,-2.571428571428567,同周
sh.688233,W,周,2024-01-12,3.0831,30.68,2024-02-08,13.94,4,否,10,9,-54.56323337679271,后4周
sh.688233,W,周,2023-05-05,3.1987,37.7,2023-06-30,30.03,8,否,10,9,-20.344827586206897,后8周
sh.688233,W,周,2024-01-05,3.5372,31.49,2024-02-08,13.94,5,否,10,9,-55.73197840584312,后5周
sh.688233,W,周,2023-12-22,3.5396,33.96,2024-02-08,13.94,7,否,10,9,-58.95170789163723,后7周
sh.688233,W,周,2023-09-28,3.7057,30.47,2023-10-27,27.6,3,否,10,9,-9.41910075484082,后3周
sh.688233,W,周,2024-01-19,3.9152,29.05,2024-02-08,13.94,3,否,10,9,-52.013769363166965,后3周
sh.688233,W,周,2023-12-29,3.9468,35.29,2024-02-08,13.94,6,否,10,9,-60.49872485123265,后6周
sh.688233,W,周,2023-10-20,4.2344,29.01,2023-10-27,27.6,1,否,10,9,-4.860392967942089,后1周
sh.688235,W,周,2025-01-27,1.2784,190.69,2025-02-07,187.11,1,否,10,9,-1.8773926267764351,后1周
sh.688235,W,周,2024-04-30,2.6422,133.31,2024-07-05,112.61,9,否,10,9,-15.527717350536346,后9周
sh.688235,W,周,2023-05-05,3.2758,154.57,2023-07-07,108.01,9,否,10,9,-30.12227469754803,后9周
sh.688235,W,周,2023-07-21,3.9632,118.52,2023-08-11,114.36,3,否,10,9,-3.509956125548428,后3周
sh.688235,W,周,2024-04-03,3.9741,125.62,2024-04-19,115.42,2,否,10,9,-8.119726158255057,后2周
sh.688235,W,周,2023-05-26,3.9781,144.13,2023-07-07,108.01,6,否,10,9,-25.060709082078674,后6周
sh.688235,W,周,2024-05-31,4.1976,121.52,2024-07-12,111.22,6,否,10,9,-8.475971033574718,后6周
sh.688235,W,周,2024-06-21,4.4091,123.0,2024-07-12,111.22,3,否,10,9,-9.577235772357724,后3周
sh.688235,W,周,2024-09-30,4.4214,180.46,2024-11-22,153.3,7,否,10,9,-15.050426687354534,后7周
sh.688235,W,周,2023-10-20,4.4516,129.09,2023-10-20,128.0,0,是,10,9,-0.8443721434658017,同周
sh.688249,W,周,2024-09-20,1.1266,14.13,2024-09-20,13.42,0,是,10,9,-5.024769992922865,同周
sh.688249,W,周,2025-01-27,1.3319,23.3,2025-03-28,21.6,8,否,10,9,-7.29613733905579,后8周
sh.688249,W,周,2024-09-13,1.4367,13.71,2024-09-20,13.42,1,否,10,9,-2.115244347191837,后1周
sh.688249,W,周,2024-05-24,1.4624,14.21,2024-05-24,14.19,0,是,10,9,-0.1407459535538448,同周
sh.688249,W,周,2024-09-06,1.4632,14.22,2024-09-20,13.42,2,否,10,9,-5.625879043600567,后2周
sh.688249,W,周,2024-08-30,1.5138,14.76,2024-09-20,13.42,3,否,10,9,-9.078590785907858,后3周
sh.688249,W,周,2024-05-31,1.7726,14.67,2024-05-31,14.21,0,是,10,9,-3.135650988411718,同周
sh.688249,W,周,2024-05-17,1.7967,14.46,2024-05-24,14.19,1,否,10,9,-1.8672199170124575,后1周
sh.688249,W,周,2024-08-16,1.846,14.64,2024-09-20,13.42,5,否,10,9,-8.333333333333337,后5周
sh.688249,W,周,2025-04-30,2.0573,21.32,2025-06-27,19.2,8,否,10,9,-9.943714821763606,后8周
sh.688256,W,周,2025-01-27,2.8432,572.0,2025-01-27,551.68,0,是,10,9,-3.552447552447561,同周
sh.688256,W,周,2025-04-30,2.9995,703.6,2025-07-04,538.67,9,否,10,9,-23.440875497441738,后9周
sh.688256,W,周,2024-09-20,3.6511,208.87,2024-09-20,205.05,0,是,10,9,-1.8288887824962863,同周
sh.688256,W,周,2025-05-23,3.7772,658.6,2025-07-11,520.67,7,否,10,9,-20.942909201336178,后7周
sh.688256,W,周,2024-09-30,3.9837,289.16,2024-09-30,243.98,0,是,10,9,-15.624567713376688,同周
sh.688256,W,周,2025-09-30,4.227,1325.0,2025-10-17,1190.0,2,否,10,9,-10.18867924528302,后2周
sh.688256,W,周,2025-06-06,4.3647,610.0,2025-07-11,520.67,5,否,10,9,-14.644262295081974,后5周
sh.688256,W,周,2024-04-30,4.5466,171.39,2024-05-10,156.5,1,否,10,9,-8.687788085652597,后1周
sh.688256,W,周,2025-05-09,4.6011,700.0,2025-07-11,520.67,9,否,10,9,-25.618571428571435,后9周
sh.688256,W,周,2025-06-13,4.6353,604.9,2025-07-11,520.67,4,否,10,9,-13.92461563894859,后4周
sh.688266,W,周,2025-01-27,0.3441,65.8,2025-02-07,62.68,1,否,10,9,-4.741641337386015,后1周
sh.688266,W,周,2024-04-30,1.7329,55.1,2024-07-05,50.68,9,否,10,9,-8.021778584392017,后9周
sh.688266,W,周,2024-04-03,2.1217,51.4,2024-04-26,45.3,3,否,10,9,-11.867704280155646,后3周
sh.688266,W,周,2025-09-30,2.2218,113.01,2025-10-31,84.91,4,否,10,9,-24.86505618971773,后4周
sh.688266,W,周,2025-02-07,2.2749,64.89,2025-02-07,62.68,0,是,10,9,-3.4057635999383584,同周
sh.688266,W,周,2024-09-30,2.4459,68.65,2024-11-01,61.55,4,否,10,9,-10.342316096139852,后4周
sh.688266,W,周,2024-07-26,2.4568,50.45,2024-07-26,49.0,0,是,10,9,-2.874132804757191,同周
sh.688266,W,周,2024-07-19,2.5442,53.13,2024-07-26,49.0,1,否,10,9,-7.773386034255604,后1周
sh.688266,W,周,2024-04-12,2.5784,51.79,2024-04-26,45.3,2,否,10,9,-12.531376713651287,后2周
sh.688266,W,周,2025-10-10,2.6018,105.0,2025-10-31,84.91,3,否,9,8,-19.133333333333336,后3周
sh.688270,W,周,2025-01-27,2.4274,33.0,2025-01-27,32.95,0,是,10,9,-0.15151515151514292,同周
sh.688270,W,周,2023-05-05,3.2271,80.74,2023-06-30,58.91,8,否,10,9,-27.03740401288085,后8周
sh.688270,W,周,2023-08-11,3.9068,51.69,2023-09-01,44.25,3,否,10,9,-14.393499709808468,后3周
sh.688270,W,周,2024-04-30,5.1443,46.67,2024-07-05,22.98,9,否,10,9,-50.76065995286051,后9周
sh.688270,W,周,2024-09-20,5.7124,19.85,2024-09-20,19.04,0,是,10,9,-4.080604534005048,同周
sh.688270,W,周,2023-07-28,5.7128,54.5,2023-09-01,44.25,5,否,10,9,-18.807339449541285,后5周
sh.688270,W,周,2023-08-04,6.1395,53.09,2023-09-01,44.25,4,否,10,9,-16.65097005085704,后4周
sh.688270,W,周,2025-09-30,6.9455,65.3,2025-11-21,55.84,7,否,10,9,-14.48698315467074,后7周
sh.688270,W,周,2023-08-25,7.3284,46.12,2023-09-01,44.25,1,否,10,9,-4.0546400693842095,后1周
sh.688270,W,周,2023-03-31,7.5486,89.64,2023-06-02,62.6,9,否,10,9,-30.165104863900044,后9周
sh.688271,W,周,2025-01-27,0.3959,124.39,2025-02-07,115.49,1,否,10,9,-7.154915990031357,后1周
sh.688271,W,周,2024-04-30,0.8922,132.56,2024-07-05,103.01,9,否,10,9,-22.291792395896195,后9周
sh.688271,W,周,2024-05-31,1.0397,127.8,2024-07-12,102.32,6,否,10,9,-19.93740219092332,后6周
sh.688271,W,周,2024-04-03,1.0843,127.55,2024-04-19,119.5,2,否,10,9,-6.311250490003919,后2周
sh.688271,W,周,2024-09-20,1.2125,94.9,2024-09-20,92.0,0,是,10,9,-3.055848261327719,同周
sh.688271,W,周,2024-04-12,1.2256,123.47,2024-06-14,110.88,9,否,10,9,-10.196808941443267,后9周
sh.688271,W,周,2024-08-16,1.3812,111.0,2024-09-20,92.0,5,否,10,9,-17.117117117117118,后5周
sh.688271,W,周,2024-05-24,1.4558,127.45,2024-07-12,102.32,7,否,10,9,-19.71753628874069,后7周
sh.688271,W,周,2024-04-26,1.4786,129.1,2024-06-28,109.7,9,否,10,9,-15.027110766847398,后9周
sh.688271,W,周,2024-08-23,1.5273,106.53,2024-09-20,92.0,4,否,10,9,-13.63935041772271,后4周
sh.688295,W,周,2025-04-30,0.6787,20.14,2025-06-27,18.66,8,否,10,9,-7.348560079443894,后8周
sh.688295,W,周,2025-01-27,0.9562,17.38,2025-02-07,17.34,1,否,10,9,-0.23014959723819994,后1周
sh.688295,W,周,2025-10-10,1.1705,27.66,2025-11-28,24.36,7,否,9,8,-11.930585683297183,后7周
sh.688295,W,周,2025-12-05,1.2104,25.51,2025-12-05,24.47,0,是,1,0,-4.076832614660927,同周
sh.688295,W,周,2025-11-28,1.239,24.85,2025-11-28,24.36,0,是,2,1,-1.9718309859155008,同周
sh.688295,W,周,2025-11-14,1.2521,26.29,2025-11-28,24.36,2,否,4,3,-7.341194370483073,后2周
sh.688295,W,周,2025-04-18,1.2882,20.0,2025-06-20,18.87,9,否,10,9,-5.649999999999995,后9周
sh.688295,W,周,2025-04-25,1.407,20.19,2025-06-27,18.66,9,否,10,9,-7.578008915304611,后9周
sh.688295,W,周,2025-05-09,1.4654,20.69,2025-06-27,18.66,7,否,10,9,-9.811503141614311,后7周
sh.688295,W,周,2025-07-11,1.6,20.4,2025-07-11,19.6,0,是,10,9,-3.9215686274509665,同周
sh.688297,W,周,2024-09-20,1.2589,28.2,2024-09-20,27.43,0,是,10,9,-2.7304964539007077,同周
sh.688297,W,周,2025-01-27,1.3419,36.9,2025-02-07,36.43,1,否,10,9,-1.2737127371273682,后1周
sh.688297,W,周,2023-09-28,2.0026,46.8,2023-12-08,39.93,9,否,10,9,-14.679487179487175,后9周
sh.688297,W,周,2024-09-13,2.2024,28.37,2024-09-20,27.43,1,否,10,9,-3.31335918223476,后1周
sh.688297,W,周,2024-08-23,2.2862,30.2,2024-09-20,27.43,4,否,10,9,-9.172185430463575,后4周
sh.688297,W,周,2024-09-06,2.6672,29.06,2024-09-20,27.43,2,否,10,9,-5.609084652443218,后2周
sh.688297,W,周,2024-08-30,2.8644,30.77,2024-09-20,27.43,3,否,10,9,-10.854728631784205,后3周
sh.688297,W,周,2025-09-30,2.9768,49.74,2025-12-05,43.89,9,否,10,9,-11.76115802171291,后9周
sh.688297,W,周,2023-09-22,3.3714,47.31,2023-12-01,42.2,9,否,10,9,-10.801099133375606,后9周
sh.688297,W,周,2024-07-05,3.4818,31.08,2024-09-06,29.0,9,否,10,9,-6.692406692406687,后9周
sh.688300,W,周,2023-09-28,0.786,42.98,2023-10-27,39.8,3,否,10,9,-7.398790134946487,后3周
sh.688300,W,周,2023-09-22,1.043,42.98,2023-10-27,39.8,4,否,10,9,-7.398790134946487,后4周
sh.688300,W,周,2023-10-13,1.2378,43.98,2023-10-27,39.8,2,否,10,9,-9.50432014552069,后2周
sh.688300,W,周,2023-08-18,1.6213,42.0,2023-09-01,38.91,2,否,10,9,-7.357142857142865,后2周
sh.688300,W,周,2023-09-15,1.6974,44.0,2023-10-27,39.8,5,否,10,9,-9.545454545454552,后5周
sh.688300,W,周,2023-11-03,1.7025,45.6,2023-11-03,44.5,0,是,10,9,-2.412280701754389,同周
sh.688300,W,周,2025-01-27,1.7164,63.02,2025-03-21,54.7,7,否,10,9,-13.202158045065056,后7周
sh.688300,W,周,2023-10-20,1.8299,41.65,2023-10-27,39.8,1,否,10,9,-4.441776710684278,后1周
sh.688300,W,周,2023-05-12,1.9156,62.59,2023-07-07,43.5,8,否,10,9,-30.500079884965654,后8周
sh.688300,W,周,2023-05-05,1.9414,66.89,2023-07-07,43.5,9,否,10,9,-34.96785767678278,后9周
sh.688301,W,周,2025-01-27,0.4746,101.9,2025-02-07,98.5,1,否,10,9,-3.3366045142296423,后1周
sh.688301,W,周,2023-07-14,1.3499,276.88,2023-09-15,209.3,9,否,10,9,-24.40768563998844,后9周
sh.688301,W,周,2023-11-17,1.411,224.99,2023-11-17,211.33,0,是,10,9,-6.071380950264454,同周
sh.688301,W,周,2024-09-20,1.4661,87.54,2024-09-27,82.51,1,否,10,9,-5.745944710989263,后1周
sh.688301,W,周,2023-11-10,1.4981,214.75,2023-11-17,211.33,1,否,10,9,-1.592549476135035,后1周
sh.688301,W,周,2023-11-03,1.5243,216.57,2023-11-17,211.33,2,否,10,9,-2.419541025996205,后2周
sh.688301,W,周,2023-10-27,1.679,216.27,2023-10-27,199.56,0,是,10,9,-7.726453044805108,同周
sh.688301,W,周,2023-10-13,1.688,220.5,2023-10-20,193.88,1,否,10,9,-12.072562358276647,后1周
sh.688301,W,周,2023-07-21,1.8704,271.0,2023-09-15,209.3,8,否,10,9,-22.76752767527675,后8周
sh.688301,W,周,2023-06-21,1.9982,264.6,2023-08-25,229.0,9,否,10,9,-13.45427059712775,后9周
sh.688313,W,周,2024-09-20,2.2139,8.32,2024-09-20,8.03,0,是,10,9,-3.4855769230769345,同周
sh.688313,W,周,2024-09-13,3.9143,8.24,2024-09-20,8.03,1,否,10,9,-2.5485436893203985,后1周
sh.688313,W,周,2024-09-06,4.8883,8.35,2024-09-20,8.03,2,否,10,9,-3.832335329341321,后2周
sh.688313,W,周,2024-08-16,5.1518,9.09,2024-09-20,8.03,5,否,10,9,-11.661166116611668,后5周
sh.688313,W,周,2024-08-30,5.1762,8.86,2024-09-20,8.03,3,否,10,9,-9.367945823927766,后3周
sh.688313,W,周,2024-08-23,5.7233,8.59,2024-09-20,8.03,4,否,10,9,-6.519208381839355,后4周
sh.688313,W,周,2024-04-30,5.9071,10.98,2024-07-05,8.77,9,否,10,9,-20.12750455373407,后9周
sh.688313,W,周,2024-04-03,6.073,10.25,2024-04-19,8.74,2,否,10,9,-14.73170731707317,后2周
sh.688313,W,周,2024-09-30,6.1545,11.17,2024-09-30,9.89,0,是,10,9,-11.459265890778866,同周
sh.688313,W,周,2024-01-05,6.1564,11.58,2024-02-08,6.8,5,否,10,9,-41.278065630397236,后5周
sh.688318,W,周,2025-01-27,1.7271,152.11,2025-04-03,141.81,9,否,10,9,-6.771415423049117,后9周
sh.688318,W,周,2025-04-30,2.8231,135.6,2025-06-27,95.94,8,否,10,9,-29.24778761061947,后8周
sh.688318,W,周,2025-05-23,3.137,130.3,2025-06-27,95.94,5,否,10,9,-26.36991557943209,后5周
sh.688318,W,周,2025-05-30,3.2097,133.6,2025-06-27,95.94,4,否,10,9,-28.188622754491018,后4周
sh.688318,W,周,2024-04-03,3.5062,107.21,2024-04-19,97.3,2,否,10,9,-9.243540714485587,后2周
sh.688318,W,周,2025-06-06,4.0946,97.19,2025-06-27,95.94,3,否,10,9,-1.2861405494392428,后3周
sh.688318,W,周,2025-04-18,4.1344,135.79,2025-06-20,96.1,9,否,10,9,-29.22895647691288,后9周
sh.688318,W,周,2023-07-21,4.2622,89.2,2023-07-21,88.0,0,是,10,9,-1.345291479820631,同周
sh.688318,W,周,2024-09-30,4.3052,157.56,2024-10-11,137.0,1,否,10,9,-13.048997207413048,后1周
sh.688318,W,周,2025-04-25,4.3284,137.84,2025-06-27,95.94,9,否,10,9,-30.39756239117818,后9周
sh.688319,W,周,2025-01-27,0.3226,11.49,2025-02-07,11.19,1,否,10,9,-2.610966057441259,后1周
sh.688319,W,周,2024-09-20,0.6249,8.19,2024-09-27,8.11,1,否,10,9,-0.9768009768009777,后1周
sh.688319,W,周,2024-09-06,1.025,8.43,2024-09-27,8.11,3,否,10,9,-3.7959667852906325,后3周
sh.688319,W,周,2024-09-13,1.142,8.38,2024-09-27,8.11,2,否,10,9,-3.221957040572808,后2周
sh.688319,W,周,2024-08-16,1.232,9.0,2024-09-27,8.11,6,否,10,9,-9.888888888888896,后6周
sh.688319,W,周,2024-08-23,1.2691,8.3,2024-09-27,8.11,5,否,10,9,-2.2891566265060392,后5周
sh.688319,W,周,2024-07-26,1.2906,8.75,2024-09-27,8.11,9,否,10,9,-7.31428571428572,后9周
sh.688319,W,周,2024-08-30,1.3583,8.85,2024-09-27,8.11,4,否,10,9,-8.361581920903957,后4周
sh.688319,W,周,2023-05-05,1.3888,20.41,2023-05-12,19.35,1,否,10,9,-5.193532582067608,后1周
sh.688319,W,周,2024-07-19,1.3943,9.19,2024-09-20,8.12,9,否,10,9,-11.643090315560395,后9周
sh.688321,W,周,2025-01-27,0.7635,16.97,2025-01-27,16.9,0,是,10,9,-0.4124926340601078,同周
sh.688321,W,周,2024-09-20,1.5776,15.28,2024-09-27,15.15,1,否,10,9,-0.8507853403141298,后1周
sh.688321,W,周,2023-07-21,1.6663,21.8,2023-08-11,20.4,3,否,10,9,-6.422018348623864,后3周
sh.688321,W,周,2023-05-05,1.7465,24.48,2023-06-16,21.1,6,否,10,9,-13.807189542483655,后6周
sh.688321,W,周,2024-01-05,1.9294,21.14,2024-02-08,12.47,5,否,10,9,-41.01229895931883,后5周
sh.688321,W,周,2023-07-14,2.1524,21.88,2023-08-11,20.4,4,否,10,9,-6.764168190127973,后4周
sh.688321,W,周,2024-08-30,2.1802,17.76,2024-09-27,15.15,4,否,10,9,-14.695945945945951,后4周
sh.688321,W,周,2024-04-30,2.1927,21.91,2024-07-05,16.06,9,否,10,9,-26.700136923779105,后9周
sh.688321,W,周,2024-06-21,2.2791,19.62,2024-07-05,16.06,2,否,10,9,-18.14475025484201,后2周
sh.688321,W,周,2023-06-16,2.323,21.73,2023-08-11,20.4,8,否,10,9,-6.120570639668669,后8周
sh.688322,W,周,2024-09-20,2.2018,21.95,2024-09-27,21.16,1,否,10,9,-3.5990888382687887,后1周
sh.688322,W,周,2024-07-26,3.8287,24.17,2024-09-27,21.16,9,否,10,9,-12.45345469590402,后9周
sh.688322,W,周,2025-01-27,3.9711,52.18,2025-01-27,50.52,0,是,10,9,-3.1812955155231823,同周
sh.688322,W,周,2024-09-30,4.2314,29.25,2024-10-18,26.03,2,否,10,9,-11.008547008547005,后2周
sh.688322,W,周,2024-07-19,4.2378,25.1,2024-09-20,21.71,9,否,10,9,-13.50597609561753,后9周
sh.688322,W,周,2024-04-30,4.2454,28.71,2024-05-31,24.57,4,否,10,9,-14.420062695924765,后4周
sh.688322,W,周,2024-09-13,4.6499,21.97,2024-09-27,21.16,2,否,10,9,-3.686845698680013,后2周
sh.688322,W,周,2024-08-16,4.6913,25.34,2024-09-27,21.16,6,否,10,9,-16.4956590370955,后6周
sh.688322,W,周,2024-07-05,4.9464,25.56,2024-08-16,23.08,6,否,10,9,-9.702660406885762,后6周
sh.688322,W,周,2024-08-23,5.173,24.79,2024-09-27,21.16,5,否,10,9,-14.643001210165385,后5周
sh.688326,W,周,2025-01-27,1.2182,82.04,2025-04-03,80.05,9,否,10,9,-2.425646026328631,后9周
sh.688326,W,周,2024-09-20,2.2235,61.6,2024-09-27,60.99,1,否,10,9,-0.9902597402597394,后1周
sh.688326,W,周,2025-04-30,2.6354,80.6,2025-04-30,76.66,0,是,10,9,-4.888337468982628,同周
sh.688326,W,周,2023-09-28,3.4558,138.89,2023-11-03,110.85,4,否,10,9,-20.188638490892068,后4周
sh.688326,W,周,2023-12-15,3.6412,124.44,2024-02-08,55.3,8,否,10,9,-55.560912889746064,后8周
sh.688326,W,周,2023-05-19,3.6653,122.0,2023-05-26,119.0,1,否,10,9,-2.459016393442623,后1周
sh.688326,W,周,2023-12-29,3.7165,116.05,2024-02-08,55.3,6,否,10,9,-52.34812580784145,后6周
sh.688326,W,周,2025-04-03,3.7953,80.99,2025-04-11,65.5,1,否,10,9,-19.12581800222249,后1周
sh.688326,W,周,2023-05-05,3.8655,129.2,2023-05-26,119.0,3,否,10,9,-7.894736842105255,后3周
sh.688326,W,周,2025-12-05,4.0665,91.76,2025-12-05,89.0,0,是,1,0,-3.0078465562336585,同周
