股票代码,数据周期,周期名称,低换手日期,低换手率,低换手价格,最低价日期,最低价,周期差,是否同周期,分析周期数,有效周期数,最大跌幅%,备注
sh.600926,W,周,2025-01-27,0.737,14.76,2025-02-28,14.1,4,否,10,9,-4.4715447154471555,后4周
sh.600926,W,周,2023-06-30,0.9292,11.75,2023-07-21,11.2,3,否,10,9,-4.6808510638297935,后3周
sh.600926,W,周,2023-06-16,0.9428,12.04,2023-07-21,11.2,5,否,10,9,-6.976744186046512,后5周
sh.600926,W,周,2023-12-22,0.9586,9.67,2023-12-29,9.55,1,否,10,9,-1.2409513960703125,后1周
sh.600926,W,周,2024-09-20,1.0018,12.13,2024-09-20,11.87,0,是,10,9,-2.1434460016488175,同周
sh.600926,W,周,2023-04-07,1.0216,11.71,2023-04-07,11.5,0,是,10,9,-1.793339026473107,同周
sh.600926,W,周,2023-11-17,1.0413,10.48,2023-12-29,9.55,6,否,10,9,-8.874045801526714,后6周
sh.600926,W,周,2023-11-24,1.0604,10.44,2023-12-29,9.55,5,否,10,9,-8.524904214559376,后5周
sh.600926,W,周,2023-07-21,1.0797,11.33,2023-09-22,11.17,9,否,10,9,-1.4121800529567532,后9周
sh.600927,W,周,2025-01-27,0.1752,12.41,2025-02-07,12.31,1,否,10,9,-0.8058017727638972,后1周
sh.600927,W,周,2025-04-30,0.4368,11.86,2025-04-30,11.79,0,是,10,9,-0.5902192242833076,同周
sh.600927,W,周,2025-04-18,0.704,12.37,2025-04-30,11.79,2,否,10,9,-4.6887631366208575,后2周
sh.600927,W,周,2025-05-30,0.7289,12.41,2025-05-30,12.13,0,是,10,9,-2.256244963738915,同周
sh.600927,W,周,2025-02-07,0.738,12.84,2025-04-11,11.51,9,否,10,9,-10.358255451713397,后9周
sh.600927,W,周,2025-10-10,0.7981,15.02,2025-11-28,14.17,7,否,9,8,-5.65912117177097,后7周
sh.600927,W,周,2025-01-10,0.8277,12.01,2025-01-17,11.9,1,否,10,9,-0.9159034138218104,后1周
sh.600927,W,周,2025-05-23,0.901,12.19,2025-05-30,12.13,1,否,10,9,-0.4922067268252561,后1周
sh.600927,W,周,2025-05-09,0.9342,12.14,2025-05-09,11.9,0,是,10,9,-1.97693574958814,同周
sh.600927,W,周,2025-03-07,1.0052,12.82,2025-04-11,11.51,5,否,10,9,-10.218408736349458,后5周
sh.600933,W,周,2025-01-27,0.9541,17.71,2025-04-03,16.04,9,否,10,9,-9.42970073404857,后9周
sh.600933,W,周,2023-09-28,1.299,24.49,2023-11-17,20.78,6,否,10,9,-15.149040424663118,后6周
sh.600933,W,周,2024-04-03,1.4379,18.85,2024-06-07,16.83,9,否,10,9,-10.716180371352802,后9周
sh.600933,W,周,2023-12-15,1.4973,21.61,2024-02-08,17.13,8,否,10,9,-20.731142989356783,后8周
sh.600933,W,周,2023-12-08,1.5839,21.56,2024-02-08,17.13,9,否,10,9,-20.54730983302412,后9周
sh.600933,W,周,2023-06-21,1.716,22.3,2023-08-18,21.28,8,否,10,9,-4.573991031390133,后8周
sh.600933,W,周,2023-09-22,1.7586,23.9,2023-11-17,20.78,7,否,10,9,-13.054393305439321,后7周
sh.600933,W,周,2024-09-20,1.7711,12.56,2024-09-27,12.11,1,否,10,9,-3.582802547770709,后1周
sh.600933,W,周,2023-08-11,1.775,22.71,2023-08-18,21.28,1,否,10,9,-6.296785557023337,后1周
sh.600933,W,周,2023-10-20,1.8764,22.13,2023-12-22,20.14,9,否,10,9,-8.992318120198819,后9周
sh.600958,W,周,2025-01-27,0.4663,9.74,2025-04-03,9.28,9,否,10,9,-4.722792607802884,后9周
sh.600958,W,周,2025-04-30,0.8678,9.16,2025-04-30,9.05,0,是,10,9,-1.2008733624454087,同周
sh.600958,W,周,2024-09-20,1.0607,8.58,2024-09-20,8.4,0,是,10,9,-2.0979020979020944,同周
sh.600958,W,周,2024-04-03,1.157,8.23,2024-04-19,7.79,2,否,10,9,-5.346294046172544,后2周
sh.600958,W,周,2025-05-30,1.1816,9.33,2025-05-30,9.18,0,是,10,9,-1.6077170418006468,同周
sh.600958,W,周,2024-05-31,1.3497,8.09,2024-07-12,7.19,6,否,10,9,-11.124845488257101,后6周
sh.600958,W,周,2025-04-25,1.4,9.17,2025-04-30,9.05,1,否,10,9,-1.308615049073056,后1周
sh.600958,W,周,2025-05-23,1.4251,9.27,2025-05-30,9.18,1,否,10,9,-0.9708737864077656,后1周
sh.600958,W,周,2024-07-05,1.4267,7.5,2024-07-12,7.19,1,否,10,9,-4.133333333333328,后1周
sh.600958,W,周,2024-06-14,1.4726,8.12,2024-07-12,7.19,4,否,10,9,-11.453201970443336,后4周
sh.600959,W,周,2025-01-27,0.7188,3.21,2025-01-27,3.21,0,是,10,9,0.0,同周
sh.600959,W,周,2024-09-20,1.2606,2.77,2024-09-20,2.65,0,是,10,9,-4.332129963898921,同周
sh.600959,W,周,2024-04-30,1.4359,3.06,2024-06-28,2.58,8,否,10,9,-15.686274509803921,后8周
sh.600959,W,周,2025-04-30,1.4696,3.31,2025-04-30,3.2,0,是,10,9,-3.32326283987915,同周
sh.600959,W,周,2025-09-30,1.4766,3.62,2025-12-05,3.4,9,否,10,9,-6.077348066298348,后9周
sh.600959,W,周,2023-09-28,1.4851,3.18,2023-10-27,2.94,3,否,10,9,-7.547169811320761,后3周
sh.600959,W,周,2024-09-13,1.6404,2.73,2024-09-20,2.65,1,否,10,9,-2.9304029304029333,后1周
sh.600959,W,周,2024-08-30,1.6584,2.81,2024-09-20,2.65,3,否,10,9,-5.693950177935949,后3周
sh.600959,W,周,2024-09-06,1.734,2.75,2024-09-20,2.65,2,否,10,9,-3.63636363636364,后2周
sh.600959,W,周,2024-07-26,1.7531,2.68,2024-07-26,2.59,0,是,10,9,-3.358208955223892,同周
sh.600961,W,周,2025-01-27,1.3409,8.24,2025-02-28,7.82,4,否,10,9,-5.097087378640776,后4周
sh.600961,W,周,2023-06-21,3.0201,7.93,2023-06-30,7.71,1,否,10,9,-2.7742749054224434,后1周
sh.600961,W,周,2023-06-02,3.5799,7.95,2023-06-02,7.68,0,是,10,9,-3.396226415094345,同周
sh.600961,W,周,2023-08-18,3.7197,8.58,2023-10-27,7.25,9,否,10,9,-15.5011655011655,后9周
sh.600961,W,周,2023-06-09,3.7845,7.96,2023-06-30,7.71,3,否,10,9,-3.1407035175879394,后3周
sh.600961,W,周,2023-10-20,4.0854,7.5,2023-10-27,7.25,1,否,10,9,-3.3333333333333335,后1周
sh.600961,W,周,2024-04-30,4.1407,10.46,2024-07-05,9.11,9,否,10,9,-12.906309751434048,后9周
sh.600961,W,周,2023-05-19,4.1962,8.36,2023-05-26,7.63,1,否,10,9,-8.732057416267939,后1周
sh.600961,W,周,2023-09-28,4.2296,8.02,2023-10-27,7.25,3,否,10,9,-9.600997506234409,后3周
sh.600961,W,周,2023-11-17,4.3841,7.68,2023-11-24,7.38,1,否,10,9,-3.906249999999998,后1周
sh.600988,W,周,2025-01-27,2.2225,17.88,2025-01-27,17.85,0,是,10,9,-0.16778523489931535,同周
sh.600988,W,周,2023-05-05,3.7266,16.83,2023-07-07,12.88,9,否,10,9,-23.46999405822934,后9周
sh.600988,W,周,2023-06-21,4.0341,13.75,2023-07-07,12.88,2,否,10,9,-6.327272727272722,后2周
sh.600988,W,周,2023-05-26,4.041,15.93,2023-07-07,12.88,6,否,10,9,-19.146264908976768,后6周
sh.600988,W,周,2023-11-17,4.0443,14.1,2024-01-19,12.7,9,否,10,9,-9.9290780141844,后9周
sh.600988,W,周,2023-09-28,4.0609,14.54,2023-11-24,13.36,7,否,10,9,-8.115543328748279,后7周
sh.600988,W,周,2023-12-29,4.2164,14.01,2024-02-08,11.23,6,否,10,9,-19.842969307637397,后6周
sh.600988,W,周,2023-12-22,4.2655,13.62,2024-02-08,11.23,7,否,10,9,-17.547723935389126,后7周
sh.600988,W,周,2023-05-19,4.4347,16.16,2023-07-07,12.88,7,否,10,9,-20.297029702970292,后7周
sh.600988,W,周,2023-06-09,4.6373,15.74,2023-07-07,12.88,4,否,10,9,-18.170266836086398,后4周
sh.600989,W,周,2023-05-05,0.4035,13.01,2023-06-02,11.91,4,否,10,9,-8.45503458877786,后4周
sh.600989,W,周,2025-01-27,0.5724,17.53,2025-04-03,14.4,9,否,10,9,-17.855105533371365,后9周
sh.600989,W,周,2024-04-30,0.6246,16.59,2024-06-07,16.17,5,否,10,9,-2.5316455696202422,后5周
sh.600989,W,周,2023-09-28,0.6537,14.3,2023-10-27,13.36,3,否,10,9,-6.573426573426581,后3周
sh.600989,W,周,2024-06-14,0.697,16.54,2024-08-09,14.28,8,否,10,9,-13.663845223700118,后8周
sh.600989,W,周,2024-09-20,0.7028,14.72,2024-09-20,14.33,0,是,10,9,-2.6494565217391344,同周
sh.600989,W,周,2023-08-25,0.7294,13.56,2023-09-01,13.26,1,否,10,9,-2.2123893805309787,后1周
sh.600989,W,周,2023-08-18,0.7563,13.66,2023-09-01,13.26,2,否,10,9,-2.92825768667643,后2周
sh.600989,W,周,2023-07-21,0.777,13.57,2023-09-01,13.26,6,否,10,9,-2.2844509948415657,后6周
sh.600989,W,周,2023-12-29,0.8303,14.77,2024-02-08,12.84,6,否,10,9,-13.067027758970887,后6周
sh.600995,W,周,2025-01-27,0.8165,9.81,2025-03-14,9.38,6,否,10,9,-4.383282364933738,后6周
sh.600995,W,周,2025-12-05,1.4073,12.45,2025-12-05,12.29,0,是,1,0,-1.2851405622489973,同周
sh.600995,W,周,2024-09-20,1.5274,8.71,2024-09-27,8.63,1,否,10,9,-0.9184845005740535,后1周
sh.600995,W,周,2025-11-28,1.7176,12.44,2025-11-28,12.0,0,是,2,1,-3.5369774919614105,同周
sh.600995,W,周,2025-09-30,1.754,12.37,2025-11-28,12.0,8,否,10,9,-2.9911075181891613,后8周
sh.600995,W,周,2024-04-30,1.9227,9.96,2024-07-05,9.31,9,否,10,9,-6.526104417670686,后9周
sh.600995,W,周,2024-04-03,2.0116,9.47,2024-04-19,9.28,2,否,10,9,-2.0063357972545015,后2周
sh.600995,W,周,2024-01-05,2.0129,9.53,2024-02-08,7.76,5,否,10,9,-18.572927597061906,后5周
sh.600995,W,周,2024-09-06,2.0775,9.52,2024-09-27,8.63,3,否,10,9,-9.348739495798307,后3周
sh.600995,W,周,2025-02-07,2.0942,9.88,2025-04-11,8.77,9,否,10,9,-11.234817813765194,后9周
sh.600998,W,周,2025-01-27,0.3582,4.99,2025-02-07,4.89,1,否,10,9,-2.004008016032075,后1周
sh.600998,W,周,2023-06-21,0.7818,14.9,2023-08-25,9.1,9,否,10,9,-38.9261744966443,后9周
sh.600998,W,周,2023-07-21,0.932,9.85,2023-08-25,9.1,5,否,10,9,-7.614213197969544,后5周
sh.600998,W,周,2023-05-05,1.0326,16.26,2023-07-07,9.52,9,否,10,9,-41.45141451414515,后9周
sh.600998,W,周,2024-04-03,1.0607,8.18,2024-06-07,5.32,9,否,10,9,-34.963325183374074,后9周
sh.600998,W,周,2023-12-01,1.0914,7.48,2024-01-26,6.52,8,否,10,9,-12.834224598930492,后8周
sh.600998,W,周,2025-09-30,1.0914,4.85,2025-09-30,4.81,0,是,10,9,-0.8247422680412378,同周
sh.600998,W,周,2023-07-14,1.0983,9.8,2023-08-25,9.1,6,否,10,9,-7.142857142857154,后6周
sh.600998,W,周,2023-12-08,1.19,7.39,2024-01-26,6.52,7,否,10,9,-11.772665764546687,后7周
sh.600998,W,周,2023-05-19,1.194,15.74,2023-07-07,9.52,7,否,10,9,-39.517153748411694,后7周
sh.600999,W,周,2025-01-27,0.1967,18.09,2025-04-03,17.7,9,否,10,9,-2.1558872305140993,后9周
sh.600999,W,周,2023-06-21,0.4943,13.6,2023-06-30,13.21,1,否,10,9,-2.8676470588235206,后1周
sh.600999,W,周,2023-07-21,0.496,13.96,2023-09-22,13.8,9,否,10,9,-1.1461318051575942,后9周
sh.600999,W,周,2023-07-14,0.5496,13.97,2023-07-14,13.82,0,是,10,9,-1.0737294201861156,同周
sh.600999,W,周,2024-04-03,0.5517,14.15,2024-04-12,13.45,1,否,10,9,-4.946996466431103,后1周
sh.600999,W,周,2024-05-31,0.5627,14.19,2024-07-12,13.48,6,否,10,9,-5.003523608174765,后6周
sh.600999,W,周,2024-01-05,0.597,13.47,2024-01-19,12.62,2,否,10,9,-6.310319227913892,后2周
sh.600999,W,周,2023-03-17,0.6107,13.82,2023-03-17,13.56,0,是,10,9,-1.8813314037626612,同周
sh.600999,W,周,2024-09-20,0.6158,15.05,2024-09-20,14.79,0,是,10,9,-1.727574750830575,同周
sh.600999,W,周,2023-09-28,0.6251,13.98,2023-10-27,13.56,3,否,10,9,-3.0042918454935617,后3周
sh.601003,W,周,2024-09-20,0.5923,2.51,2024-09-20,2.43,0,是,10,9,-3.1872509960159214,同周
sh.601003,W,周,2025-01-27,0.6028,2.76,2025-01-27,2.7,0,是,10,9,-2.173913043478247,同周
sh.601003,W,周,2024-08-23,0.7656,2.5,2024-09-20,2.43,4,否,10,9,-2.7999999999999936,后4周
sh.601003,W,周,2024-08-09,0.8459,2.67,2024-09-20,2.43,6,否,10,9,-8.988764044943812,后6周
sh.601003,W,周,2024-08-16,0.9039,2.61,2024-09-20,2.43,5,否,10,9,-6.89655172413792,后5周
sh.601003,W,周,2024-07-12,0.9269,2.67,2024-09-13,2.44,9,否,10,9,-8.614232209737828,后9周
sh.601003,W,周,2024-07-26,0.9637,2.65,2024-09-20,2.43,8,否,10,9,-8.301886792452821,后8周
sh.601003,W,周,2024-06-21,0.9716,2.58,2024-06-28,2.45,1,否,10,9,-5.038759689922476,后1周
sh.601003,W,周,2024-06-14,0.9912,2.7,2024-06-28,2.45,2,否,10,9,-9.25925925925926,后2周
sh.601003,W,周,2024-08-02,1.0212,2.69,2024-09-20,2.43,7,否,10,9,-9.665427509293673,后7周
sh.601005,W,周,2023-06-21,0.6986,1.4,2023-06-30,1.37,1,否,10,9,-2.142857142857129,后1周
sh.601005,W,周,2025-01-27,0.8963,1.35,2025-04-03,1.29,9,否,10,9,-4.444444444444448,后9周
sh.601005,W,周,2024-08-30,0.9243,1.05,2024-09-06,1.02,1,否,10,9,-2.8571428571428594,后1周
sh.601005,W,周,2023-07-14,1.0388,1.4,2023-07-21,1.38,1,否,10,9,-1.42857142857143,后1周
sh.601005,W,周,2024-09-20,1.1433,1.04,2024-09-20,1.02,0,是,10,9,-1.9230769230769247,同周
sh.601005,W,周,2023-05-05,1.2729,1.52,2023-06-02,1.37,4,否,10,9,-9.868421052631573,后4周
sh.601005,W,周,2024-09-13,1.2764,1.03,2024-09-13,1.02,0,是,10,9,-0.9708737864077678,同周
sh.601005,W,周,2023-07-07,1.2873,1.4,2023-07-21,1.38,2,否,10,9,-1.42857142857143,后2周
sh.601005,W,周,2024-08-23,1.345,1.05,2024-09-06,1.02,2,否,10,9,-2.8571428571428594,后2周
sh.601005,W,周,2024-04-30,1.3475,1.26,2024-06-28,1.0,8,否,10,9,-20.634920634920636,后8周
sh.601012,W,周,2025-01-27,0.8401,14.9,2025-01-27,14.8,0,是,10,9,-0.671140939597313,同周
sh.601012,W,周,2025-06-06,1.8205,14.47,2025-06-13,14.07,1,否,10,9,-2.7643400138217022,后1周
sh.601012,W,周,2025-04-30,2.3263,14.7,2025-06-13,14.07,6,否,10,9,-4.2857142857142785,后6周
sh.601012,W,周,2025-05-23,2.419,14.92,2025-06-13,14.07,3,否,10,9,-5.697050938337799,后3周
sh.601012,W,周,2023-04-07,2.907,40.47,2023-06-09,27.01,9,否,10,9,-33.25920434890041,后9周
sh.601012,W,周,2023-05-05,3.0099,33.16,2023-06-09,27.01,5,否,10,9,-18.546441495778033,后5周
sh.601012,W,周,2025-04-25,3.0122,14.89,2025-06-13,14.07,7,否,10,9,-5.5070517125587655,后7周
sh.601012,W,周,2024-08-23,3.2442,12.9,2024-08-30,12.7,1,否,10,9,-1.5503875968992331,后1周
sh.601012,W,周,2024-04-03,3.2872,19.85,2024-06-07,16.54,9,否,10,9,-16.675062972292203,后9周
sh.601012,W,周,2025-06-20,3.3993,14.24,2025-06-27,14.08,1,否,10,9,-1.1235955056179785,后1周
sh.601019,W,周,2025-01-27,0.3741,11.19,2025-03-14,9.58,6,否,10,9,-14.387846291331542,后6周
sh.601019,W,周,2025-09-30,0.7664,7.66,2025-09-30,7.55,0,是,10,9,-1.4360313315926936,同周
sh.601019,W,周,2024-09-30,1.1342,12.94,2024-11-29,10.22,8,否,10,9,-21.020092735703237,后8周
sh.601019,W,周,2023-08-18,1.139,8.55,2023-10-27,8.23,9,否,10,9,-3.742690058479535,后9周
sh.601019,W,周,2023-10-20,1.1426,8.55,2023-11-03,8.16,2,否,10,9,-4.561403508771936,后2周
sh.601019,W,周,2025-06-06,1.1538,10.06,2025-08-01,8.87,8,否,10,9,-11.82902584493043,后8周
sh.601019,W,周,2025-06-20,1.1556,9.45,2025-08-01,8.87,6,否,10,9,-6.137566137566139,后6周
sh.601019,W,周,2025-06-13,1.1629,9.75,2025-08-01,8.87,7,否,10,9,-9.025641025641033,后7周
sh.601019,W,周,2025-06-27,1.1654,9.38,2025-08-01,8.87,5,否,10,9,-5.437100213219632,后5周
sh.601019,W,周,2025-10-10,1.1789,7.83,2025-10-17,7.58,1,否,9,8,-3.1928480204342273,后1周
sh.601020,W,周,2025-01-27,3.722,13.81,2025-02-21,13.16,3,否,10,9,-4.706734250543087,后3周
sh.601020,W,周,2023-05-05,4.2426,13.18,2023-06-30,8.2,8,否,10,9,-37.7845220030349,后8周
sh.601020,W,周,2023-05-26,5.0426,12.88,2023-06-30,8.2,5,否,10,9,-36.33540372670808,后5周
sh.601020,W,周,2023-12-22,5.9321,8.87,2024-02-08,6.03,7,否,10,9,-32.01803833145433,后7周
sh.601020,W,周,2023-10-27,6.1488,8.57,2023-11-10,7.9,2,否,10,9,-7.817969661610268,后2周
sh.601020,W,周,2023-09-28,6.2622,9.13,2023-11-10,7.9,5,否,10,9,-13.472070098576125,后5周
sh.601020,W,周,2023-12-15,6.5446,9.06,2024-02-08,6.03,8,否,10,9,-33.443708609271525,后8周
sh.601020,W,周,2023-05-19,6.5993,13.22,2023-06-30,8.2,6,否,10,9,-37.97276853252649,后6周
sh.601020,W,周,2023-08-25,6.9532,8.7,2023-10-27,8.0,8,否,10,9,-8.045977011494246,后8周
sh.601020,W,周,2023-10-20,7.0165,8.41,2023-11-10,7.9,3,否,10,9,-6.064209274673005,后3周
sh.601066,W,周,2025-01-27,0.1304,23.8,2025-02-07,23.71,1,否,10,9,-0.37815126050420106,后1周
sh.601066,W,周,2025-05-30,0.4349,22.98,2025-05-30,22.79,0,是,10,9,-0.8268059181897358,同周
sh.601066,W,周,2025-04-25,0.4571,23.71,2025-05-30,22.79,5,否,10,9,-3.880219316743997,后5周
sh.601066,W,周,2025-05-23,0.5033,23.05,2025-05-30,22.79,1,否,10,9,-1.1279826464208311,后1周
sh.601066,W,周,2024-04-03,0.511,21.83,2024-04-19,20.44,2,否,10,9,-6.367384333486015,后2周
sh.601066,W,周,2025-06-06,0.5437,23.37,2025-06-06,22.81,0,是,10,9,-2.396234488660686,同周
sh.601066,W,周,2025-02-07,0.5498,24.79,2025-04-11,22.29,9,否,10,9,-10.084711577248891,后9周
sh.601066,W,周,2024-08-23,0.5638,18.99,2024-08-30,18.46,1,否,10,9,-2.7909426013691294,后1周
sh.601066,W,周,2025-04-18,0.565,23.49,2025-05-30,22.79,6,否,10,9,-2.9799914857386094,后6周
sh.601066,W,周,2024-08-16,0.5882,19.56,2024-08-30,18.46,2,否,10,9,-5.6237218813905825,后2周
sh.601069,W,周,2023-12-22,1.8284,12.04,2024-02-08,8.88,7,否,10,9,-26.245847176079725,后7周
sh.601069,W,周,2025-01-27,1.9755,12.13,2025-01-27,12.02,0,是,10,9,-0.9068425391591195,同周
sh.601069,W,周,2023-06-21,1.9828,12.42,2023-06-30,12.18,1,否,10,9,-1.9323671497584558,后1周
sh.601069,W,周,2024-01-05,2.3041,12.01,2024-02-08,8.88,5,否,10,9,-26.06161532056619,后5周
sh.601069,W,周,2024-01-12,2.5669,11.79,2024-02-08,8.88,4,否,10,9,-24.68193384223917,后4周
sh.601069,W,周,2023-12-15,2.7825,12.14,2024-02-08,8.88,8,否,10,9,-26.853377265238876,后8周
sh.601069,W,周,2023-08-18,3.0934,13.78,2023-10-27,12.6,9,否,10,9,-8.563134978229316,后9周
sh.601069,W,周,2024-01-19,3.1938,10.91,2024-02-08,8.88,3,否,10,9,-18.606782768102654,后3周
sh.601069,W,周,2023-06-09,3.2209,12.98,2023-06-30,12.18,3,否,10,9,-6.163328197226508,后3周
sh.601069,W,周,2024-02-02,3.3032,9.76,2024-02-08,8.88,1,否,10,9,-9.016393442622942,后1周
sh.601099,W,周,2023-06-21,1.3215,2.57,2023-06-30,2.53,1,否,10,9,-1.5564202334630364,后1周
sh.601099,W,周,2023-07-07,1.9959,2.59,2023-07-07,2.56,0,是,10,9,-1.1583011583011509,同周
sh.601099,W,周,2023-03-24,2.1322,2.65,2023-04-28,2.56,5,否,10,9,-3.396226415094335,后5周
sh.601099,W,周,2023-03-31,2.1434,2.62,2023-04-28,2.56,4,否,10,9,-2.2900763358778646,后4周
sh.601099,W,周,2023-03-17,2.1731,2.65,2023-04-28,2.56,6,否,10,9,-3.396226415094335,后6周
sh.601099,W,周,2023-06-30,2.1753,2.58,2023-06-30,2.53,0,是,10,9,-1.9379844961240413,同周
sh.601099,W,周,2023-06-09,2.1947,2.59,2023-06-30,2.53,3,否,10,9,-2.316602316602319,后3周
sh.601099,W,周,2023-06-16,2.4293,2.62,2023-06-30,2.53,2,否,10,9,-3.435114503816805,后2周
sh.601099,W,周,2023-06-02,2.454,2.61,2023-06-30,2.53,4,否,10,9,-3.065134099616861,后4周
sh.601099,W,周,2025-01-27,2.7541,3.91,2025-04-03,3.83,9,否,10,9,-2.0460358056266004,后9周
sh.601100,W,周,2025-01-27,0.6658,62.09,2025-01-27,62.09,0,是,10,9,0.0,同周
sh.601100,W,周,2023-09-28,0.7598,63.9,2023-12-08,52.76,9,否,10,9,-17.43348982785603,后9周
sh.601100,W,周,2023-12-01,0.8603,55.63,2024-02-02,47.41,9,否,10,9,-14.776199892144536,后9周
sh.601100,W,周,2024-04-30,0.9391,51.0,2024-07-05,42.8,9,否,10,9,-16.078431372549026,后9周
sh.601100,W,周,2024-08-23,0.9499,45.83,2024-08-23,43.22,0,是,10,9,-5.694959633427884,同周
sh.601100,W,周,2023-09-15,0.98,63.45,2023-10-27,53.6,5,否,10,9,-15.524034672970844,后5周
sh.601100,W,周,2024-09-20,1.0126,52.26,2024-11-01,51.13,6,否,10,9,-2.1622655951014074,后6周
sh.601100,W,周,2023-09-22,1.016,64.69,2023-10-27,53.6,4,否,10,9,-17.143298809707833,后4周
sh.601100,W,周,2024-08-16,1.0192,44.39,2024-08-23,43.22,1,否,10,9,-2.6357287677404857,后1周
sh.601100,W,周,2023-11-17,1.078,58.63,2023-12-29,49.4,6,否,10,9,-15.742793791574286,后6周
sh.601106,W,周,2025-01-27,0.391,2.63,2025-01-27,2.63,0,是,10,9,0.0,同周
sh.601106,W,周,2024-09-20,0.6792,2.31,2024-09-20,2.22,0,是,10,9,-3.89610389610389,同周
sh.601106,W,周,2023-09-28,0.7325,3.08,2023-10-27,2.83,3,否,10,9,-8.116883116883116,后3周
sh.601106,W,周,2024-04-03,0.7467,2.71,2024-06-07,2.39,9,否,10,9,-11.808118081180806,后9周
sh.601106,W,周,2023-12-29,0.7504,2.88,2024-02-08,2.31,6,否,10,9,-19.791666666666664,后6周
sh.601106,W,周,2024-09-30,0.8072,2.85,2024-09-30,2.8,0,是,10,9,-1.75438596491229,同周
sh.601106,W,周,2024-01-05,0.8397,2.87,2024-02-08,2.31,5,否,10,9,-19.51219512195122,后5周
sh.601106,W,周,2025-09-30,0.9095,2.95,2025-09-30,2.86,0,是,10,9,-3.0508474576271287,同周
sh.601106,W,周,2024-06-21,0.9407,2.36,2024-07-12,2.19,3,否,10,9,-7.203389830508472,后3周
sh.601106,W,周,2024-05-31,0.9456,2.54,2024-07-12,2.19,6,否,10,9,-13.779527559055122,后6周
sh.601107,W,周,2025-01-27,0.4843,4.95,2025-03-14,4.74,6,否,10,9,-4.242424242424241,后6周
sh.601107,W,周,2025-09-30,0.7015,5.56,2025-10-10,5.52,1,否,10,9,-0.7194244604316554,后1周
sh.601107,W,周,2024-09-20,0.8571,4.42,2024-09-20,4.39,0,是,10,9,-0.6787330316742138,同周
sh.601107,W,周,2023-04-07,0.8987,3.79,2023-04-14,3.73,1,否,10,9,-1.5831134564643814,后1周
sh.601107,W,周,2023-03-31,0.9296,3.8,2023-04-14,3.73,2,否,10,9,-1.8421052631578907,后2周
sh.601107,W,周,2023-06-21,0.948,3.83,2023-06-30,3.77,1,否,10,9,-1.5665796344647531,后1周
sh.601107,W,周,2023-04-14,0.9868,3.81,2023-04-14,3.73,0,是,10,9,-2.0997375328084007,同周
sh.601107,W,周,2023-04-21,1.051,3.79,2023-04-28,3.74,1,否,10,9,-1.319261213720312,后1周
sh.601107,W,周,2024-05-31,1.0708,5.5,2024-07-26,4.68,8,否,10,9,-14.909090909090914,后8周
sh.601107,W,周,2023-03-17,1.0775,3.95,2023-04-14,3.73,4,否,10,9,-5.569620253164562,后4周
sh.601108,W,周,2025-01-27,0.7016,7.62,2025-02-07,7.59,1,否,10,9,-0.3937007874015781,后1周
sh.601108,W,周,2023-06-21,1.2506,7.23,2023-06-30,7.06,1,否,10,9,-2.351313969571242,后1周
sh.601108,W,周,2023-07-21,1.8754,7.49,2023-07-21,7.39,0,是,10,9,-1.335113484646202,同周
sh.601108,W,周,2024-07-19,1.8837,6.61,2024-09-13,6.29,8,否,10,9,-4.841149773071109,后8周
sh.601108,W,周,2023-07-07,1.939,7.37,2023-07-07,7.23,0,是,10,9,-1.8995929443690593,同周
sh.601108,W,周,2024-04-03,1.9394,7.47,2024-06-07,6.82,9,否,10,9,-8.701472556894236,后9周
sh.601108,W,周,2024-05-31,1.9792,7.22,2024-07-12,6.24,6,否,10,9,-13.573407202216062,后6周
sh.601108,W,周,2024-08-23,2.006,6.41,2024-09-13,6.29,3,否,10,9,-1.8720748829953213,后3周
sh.601108,W,周,2024-09-20,2.0824,6.58,2024-09-20,6.39,0,是,10,9,-2.8875379939209784,同周
sh.601108,W,周,2024-07-05,2.175,6.52,2024-07-12,6.24,1,否,10,9,-4.294478527607352,后1周
sh.601117,W,周,2025-01-27,0.635,7.44,2025-02-21,7.08,3,否,10,9,-4.8387096774193585,后3周
sh.601117,W,周,2023-07-21,1.7169,8.12,2023-08-25,7.45,5,否,10,9,-8.251231527093585,后5周
sh.601117,W,周,2023-09-28,1.8995,7.78,2023-12-08,6.34,9,否,10,9,-18.508997429305918,后9周
sh.601117,W,周,2024-04-03,1.9432,6.78,2024-04-12,6.48,1,否,10,9,-4.424778761061944,后1周
sh.601117,W,周,2024-09-20,2.0609,6.31,2024-09-20,6.19,0,是,10,9,-1.9017432646592587,同周
sh.601117,W,周,2025-06-13,2.0758,7.92,2025-06-27,7.52,2,否,10,9,-5.0505050505050555,后2周
sh.601117,W,周,2025-06-20,2.1027,7.61,2025-06-27,7.52,1,否,10,9,-1.1826544021025065,后1周
sh.601117,W,周,2025-06-06,2.1658,7.98,2025-06-27,7.52,3,否,10,9,-5.764411027568932,后3周
sh.601117,W,周,2024-09-13,2.1799,6.22,2024-09-13,6.16,0,是,10,9,-0.9646302250803797,同周
sh.601117,W,周,2023-09-22,2.2135,7.75,2023-12-01,6.57,9,否,10,9,-15.2258064516129,后9周
sh.601118,W,周,2025-01-27,0.6241,5.17,2025-03-14,4.99,6,否,10,9,-3.481624758220497,后6周
